data;miesiac;oddzial;nr_transakcji;sku;nazwa_produktu;kategoria;ilosc;cena_jedn;cena_katalogowa;rabat;wartosc_brutto
2025-01-26;2025-01;Gdańsk;GDA-0252;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;36,0;36,0;nie;108,0
2025-01-26;2025-01;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-01-26;2025-01;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-01-26;2025-01;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-01-26;2025-01;Warszawa;WAW/2025/00029;HER-001;Herbata czarna Assam 100 g;Herbata;1;20,4;24,0;tak;20,4
2025-01-26;2025-01;Warszawa;WAW/2025/00182;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-01-26;2025-01;Warszawa;WAW/2025/00264;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-01-26;2025-01;Warszawa;WAW/2025/00295;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-01-26;2025-01;Warszawa;WAW/2025/00469;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-01-27;2025-01;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;3;69,0;69,0;nie;207,0
2025-01-27;2025-01;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-01-27;2025-01;Warszawa;WAW/2025/00050;AKC-004;French press 1 l;Akcesoria;3;79,0;79,0;nie;237,0
2025-01-27;2025-01;Warszawa;WAW/2025/00121;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-01-27;2025-01;Warszawa;WAW/2025/00281;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-01-28;2025-01;Gdańsk;GDA-0043;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-01-28;2025-01;Gdańsk;GDA-0048;HER-001;Herbata czarna Assam 100 g;Herbata;6;24,0;24,0;nie;144,0
2025-01-28;2025-01;Gdańsk;GDA-0115;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-01-28;2025-01;Gdańsk;GDA-0223;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;84,15;99,0;tak;84,15
2025-01-28;2025-01;Gdańsk;GDA-0246;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;36,0;36,0;nie;108,0
2025-01-28;2025-01;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;3;99,0;99,0;nie;297,0
2025-01-28;2025-01;Kraków;;AKC-005;Kubek termiczny 350 ml;Akcesoria;3;59,0;59,0;nie;177,0
2025-01-28;2025-01;Warszawa;WAW/2025/00258;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;4;80,75;95,0;tak;323,0
2025-01-28;2025-01;Warszawa;WAW/2025/00443;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;4;149,0;149,0;nie;596,0
2025-01-28;2025-01;Warszawa;WAW/2025/00496;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;2;25,0;25,0;nie;50,0
2025-01-29;2025-01;Gdańsk;GDA-0010;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-01-29;2025-01;Gdańsk;GDA-0184;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-01-29;2025-01;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;41,65;49,0;tak;83,3
2025-01-29;2025-01;Kraków;;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;2;25,0;25,0;nie;50,0
2025-01-29;2025-01;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;84,15;99,0;tak;84,15
2025-01-29;2025-01;Warszawa;WAW/2025/00028;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-01-29;2025-01;Warszawa;WAW/2025/00419;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-01-30;2025-01;Gdańsk;GDA-0172;HER-006;Matcha ceremonialna 30 g;Herbata;3;69,0;69,0;nie;207,0
2025-01-30;2025-01;Kraków;;AKC-005;Kubek termiczny 350 ml;Akcesoria;1;59,0;59,0;nie;59,0
2025-01-30;2025-01;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-01-31;2025-01;Gdańsk;GDA-0078;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-01-31;2025-01;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-01-31;2025-01;Warszawa;WAW/2025/00110;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-01-31;2025-01;Warszawa;WAW/2025/00184;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-02-01;2025-02;Gdańsk;GDA-0002;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-02-01;2025-02;Gdańsk;GDA-0116;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;19,0;19,0;nie;57,0
2025-02-01;2025-02;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;2;58,65;69,0;tak;117,3
2025-02-01;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;6;19,0;19,0;nie;114,0
2025-02-01;2025-02;Warszawa;WAW/2025/00031;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-02-01;2025-02;Warszawa;WAW/2025/00298;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-02-01;2025-02;Warszawa;WAW/2025/00345;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-01;2025-02;Warszawa;WAW/2025/00493;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-02-02;2025-02;Gdańsk;GDA-0046;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-02-02;2025-02;Gdańsk;GDA-0234;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-02-02;2025-02;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-02-02;2025-02;Warszawa;WAW/2025/00047;HER-001;Herbata czarna Assam 100 g;Herbata;2;24,0;24,0;nie;48,0
2025-02-02;2025-02;Warszawa;WAW/2025/00514;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;3;95,0;95,0;nie;285,0
2025-02-03;2025-02;Gdańsk;GDA-0074;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-02-03;2025-02;Gdańsk;GDA-0150;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-02-03;2025-02;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;30,6;36,0;tak;91,8
2025-02-03;2025-02;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-02-03;2025-02;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;2;58,65;69,0;tak;117,3
2025-02-03;2025-02;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;3;69,0;69,0;nie;207,0
2025-02-03;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-03;2025-02;Warszawa;WAW/2025/00086;AKC-050;;Brak w katalogu;1;55,0;;nie;55,0
2025-02-03;2025-02;Warszawa;WAW/2025/00114;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-02-03;2025-02;Warszawa;WAW/2025/00260;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-03;2025-02;Warszawa;WAW/2025/00491;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-02-04;2025-02;Gdańsk;GDA-0066;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;3;49,0;49,0;nie;147,0
2025-02-04;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-04;2025-02;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-02-04;2025-02;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;2;32,0;32,0;nie;64,0
2025-02-04;2025-02;Kraków;;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-02-04;2025-02;Warszawa;WAW/2025/00006;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-04;2025-02;Warszawa;WAW/2025/00177;HER-001;Herbata czarna Assam 100 g;Herbata;2;24,0;24,0;nie;48,0
2025-02-04;2025-02;Warszawa;WAW/2025/00519;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;3;39,0;39,0;nie;117,0
2025-02-05;2025-02;Gdańsk;GDA-0088;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-05;2025-02;Kraków;;AKC-050;;Brak w katalogu;2;55,0;;nie;110,0
2025-02-05;2025-02;Warszawa;WAW/2025/00311;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-02-05;2025-02;Warszawa;WAW/2025/00318;KAW-007;Kapsułki Lungo 30 szt.;Kawa;4;36,0;36,0;nie;144,0
2025-02-05;2025-02;Warszawa;WAW/2025/00400;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-02-05;2025-02;Warszawa;WAW/2025/00402;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-02-06;2025-02;Gdańsk;GDA-0197;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;36,0;36,0;nie;108,0
2025-02-06;2025-02;Gdańsk;GDA-0272;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-06;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-06;2025-02;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;4;32,0;32,0;nie;128,0
2025-02-06;2025-02;Warszawa;WAW/2025/00313;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-02-06;2025-02;Warszawa;WAW/2025/00399;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-06;2025-02;Warszawa;WAW/2025/00471;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-06;2025-02;Warszawa;WAW/2025/00520;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-07;2025-02;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-07;2025-02;Kraków;;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-02-07;2025-02;Warszawa;WAW/2025/00034;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;25,0;25,0;nie;25,0
2025-02-07;2025-02;Warszawa;WAW/2025/00282;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-02-07;2025-02;Warszawa;WAW/2025/00304;HER-002;Herbata zielona Sencha 100 g;Herbata;3;29,0;29,0;nie;87,0
2025-02-07;2025-02;Warszawa;WAW/2025/00334;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;2;34,0;34,0;nie;68,0
2025-02-07;2025-02;Warszawa;WAW/2025/00347;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-02-07;2025-02;Warszawa;WAW/2025/00361;HER-006;Matcha ceremonialna 30 g;Herbata;2;69,0;69,0;nie;138,0
2025-02-07;2025-02;Warszawa;WAW/2025/00392;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-08;2025-02;Gdańsk;GDA-0044;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;3;95,0;95,0;nie;285,0
2025-02-08;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-08;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;16,15;19,0;tak;16,15
2025-02-08;2025-02;Kraków;;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-02-08;2025-02;Warszawa;WAW/2025/00205;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-02-09;2025-02;Gdańsk;GDA-0280;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-02-09;2025-02;Warszawa;WAW/2025/00140;AKC-006;Waga kuchenna z timerem;Akcesoria;3;99,0;99,0;nie;297,0
2025-02-09;2025-02;Warszawa;WAW/2025/00371;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-02-10;2025-02;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-02-10;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-11;2025-02;Gdańsk;GDA-0087;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-11;2025-02;Gdańsk;GDA-0104;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-02-11;2025-02;Gdańsk;GDA-0176;AKC-005;Kubek termiczny 350 ml;Akcesoria;1;59,0;59,0;nie;59,0
2025-02-11;2025-02;Gdańsk;GDA-0177;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-11;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-11;2025-02;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-02-11;2025-02;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;24,65;29,0;tak;24,65
2025-02-11;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-11;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-02-11;2025-02;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;2;29,0;29,0;nie;58,0
2025-02-12;2025-02;Gdańsk;GDA-0085;AKC-001;Drip V60 ceramiczny;Akcesoria;4;119,0;119,0;nie;476,0
2025-02-12;2025-02;Gdańsk;GDA-0187;HER-002;Herbata zielona Sencha 100 g;Herbata;2;29,0;29,0;nie;58,0
2025-02-12;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-02-12;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-12;2025-02;Warszawa;WAW/2025/00036;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-13;2025-02;Gdańsk;GDA-0021;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;2;149,0;149,0;nie;298,0
2025-02-13;2025-02;Warszawa;WAW/2025/00253;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;4;89,0;89,0;nie;356,0
2025-02-14;2025-02;Gdańsk;GDA-0017;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-02-14;2025-02;Gdańsk;GDA-0051;AKC-001;Drip V60 ceramiczny;Akcesoria;2;119,0;119,0;nie;238,0
2025-02-14;2025-02;Gdańsk;GDA-0153;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-02-14;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;41,65;49,0;tak;41,65
2025-02-14;2025-02;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;84,15;99,0;tak;168,3
2025-02-15;2025-02;Gdańsk;GDA-0089;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-15;2025-02;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;2;29,0;29,0;nie;58,0
2025-02-15;2025-02;Warszawa;WAW/2025/00045;HER-002;Herbata zielona Sencha 100 g;Herbata;4;24,65;29,0;tak;98,6
2025-02-15;2025-02;Warszawa;WAW/2025/00226;AKC-005;Kubek termiczny 350 ml;Akcesoria;1;59,0;59,0;nie;59,0
2025-02-16;2025-02;Gdańsk;GDA-0112;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-16;2025-02;Gdańsk;GDA-0191;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-02-16;2025-02;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;4;24,0;24,0;nie;96,0
2025-02-16;2025-02;Kraków;;KAW-099;;Brak w katalogu;2;55,0;;nie;110,0
2025-02-16;2025-02;Warszawa;WAW/2025/00055;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-16;2025-02;Warszawa;WAW/2025/00072;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;4;42,0;42,0;nie;168,0
2025-02-17;2025-02;Gdańsk;GDA-0139;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-17;2025-02;Gdańsk;GDA-0270;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-02-17;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-02-17;2025-02;Warszawa;WAW/2025/00158;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-02-17;2025-02;Warszawa;WAW/2025/00346;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-02-18;2025-02;Gdańsk;GDA-0118;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-18;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-18;2025-02;Warszawa;WAW/2025/00058;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-02-18;2025-02;Warszawa;WAW/2025/00082;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-02-18;2025-02;Warszawa;WAW/2025/00466;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-19;2025-02;Gdańsk;GDA-0024;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-19;2025-02;Gdańsk;GDA-0041;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-19;2025-02;Gdańsk;GDA-0231;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-02-19;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-19;2025-02;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-02-19;2025-02;Warszawa;WAW/2025/00040;AKC-005;Kubek termiczny 350 ml;Akcesoria;4;59,0;59,0;nie;236,0
2025-02-19;2025-02;Warszawa;WAW/2025/00163;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-02-19;2025-02;Warszawa;WAW/2025/00387;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-19;2025-02;Warszawa;WAW/2025/00405;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;80,75;95,0;tak;161,5
2025-02-19;2025-02;Warszawa;WAW/2025/00416;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-02-19;2025-02;Warszawa;WAW/2025/00476;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;3;33,15;39,0;tak;99,45
2025-02-19;2025-02;Warszawa;WAW/2025/00497;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-02-20;2025-02;Gdańsk;GDA-0181;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-20;2025-02;Gdańsk;GDA-0198;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;4;95,0;95,0;nie;380,0
2025-02-20;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-02-20;2025-02;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;4;36,0;36,0;nie;144,0
2025-02-20;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-20;2025-02;Warszawa;WAW/2025/00042;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-02-20;2025-02;Warszawa;WAW/2025/00200;HER-006;Matcha ceremonialna 30 g;Herbata;4;58,65;69,0;tak;234,6
2025-02-20;2025-02;Warszawa;WAW/2025/00239;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-20;2025-02;Warszawa;WAW/2025/00504;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-02-21;2025-02;Gdańsk;GDA-0215;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-02-21;2025-02;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-21;2025-02;Kraków;;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-02-21;2025-02;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-02-21;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-21;2025-02;Warszawa;WAW/2025/00248;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;19,0;19,0;nie;57,0
2025-02-21;2025-02;Warszawa;WAW/2025/00363;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-02-22;2025-02;Gdańsk;GDA-0220;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;41,65;49,0;tak;41,65
2025-02-22;2025-02;Gdańsk;GDA-0232;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;33,15;39,0;tak;33,15
2025-02-22;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-22;2025-02;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-02-22;2025-02;Kraków;;KAW-099;;Brak w katalogu;1;55,0;;nie;55,0
2025-02-22;2025-02;Warszawa;WAW/2025/00080;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-02-22;2025-02;Warszawa;WAW/2025/00152;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-22;2025-02;Warszawa;WAW/2025/00329;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-02-23;2025-02;Gdańsk;GDA-0001;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-02-23;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;16,15;19,0;tak;48,45
2025-02-23;2025-02;Kraków;;AKC-006;Waga kuchenna z timerem;Akcesoria;2;99,0;99,0;nie;198,0
2025-02-23;2025-02;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-02-23;2025-02;Warszawa;WAW/2025/00161;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;19,0;19,0;nie;57,0
2025-02-23;2025-02;Warszawa;WAW/2025/00312;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-02-23;2025-02;Warszawa;WAW/2025/00314;HER-005;Yerba Mate Klasyczna 500 g;Herbata;3;32,0;32,0;nie;96,0
2025-02-24;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-02-24;2025-02;Kraków;;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;2;25,0;25,0;nie;50,0
2025-02-24;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-24;2025-02;Warszawa;WAW/2025/00051;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-02-24;2025-02;Warszawa;WAW/2025/00335;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-02-25;2025-02;Gdańsk;GDA-0012;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-02-25;2025-02;Gdańsk;GDA-0200;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
