order_id,order_date,sku,quantity,unit_price
WAW/2025/00342,2025-06-18,KAW-006,1,99.00
WAW/2025/00044,2025-06-19,KAW-005,1,39.00
WAW/2025/00276,2025-06-19,KAW-004,2,49.00
WAW/2025/00292,2025-06-19,KAW-003,2,95.00
WAW/2025/00336,2025-06-19,KAW-001,4,89.00
WAW/2025/00067,2025-06-20,KAW-002,1,42.00
WAW/2025/00087,2025-06-20,HER-006,1,69.00
WAW/2025/00178,2025-06-20,HER-004,1,19.00
WAW/2025/00186,2025-06-20,KAW-002,2,42.00
WAW/2025/00250,2025-06-20,KAW-007,1,36.00
WAW/2025/00257,2025-06-20,HER-006,4,69.00
WAW/2025/00064,2025-06-21,KAW-002,4,42.00
WAW/2025/00379,2025-06-21,KAW-003,1,95.00
WAW/2025/00427,2025-06-21,KAW-002,2,42.00
WAW/2025/00518,2025-06-21,HER-003,2,28.90
WAW/2025/00109,2025-06-22,HER-003,1,34.00
WAW/2025/00500,2025-06-23,HER-003,1,34.00
WAW/2025/00007,2025-06-24,KAW-007,1,36.00
WAW/2025/00026,2025-06-24,KAW-005,1,39.00
WAW/2025/00099,2025-06-24,HER-002,1,24.65
WAW/2025/00425,2025-06-24,KAW-003,2,95.00
WAW/2025/00464,2025-06-26,AKC-004,6,79.00
WAW/2025/00033,2025-06-27,KAW-001,1,89.00
WAW/2025/00060,2025-06-27,KAW-007,1,36.00
WAW/2025/00510,2025-06-27,AKC-007,1,149.00
WAW/2025/00512,2025-06-27,HER-003,2,34.00
WAW/2025/00300,2025-06-28,KAW-007,1,36.00
WAW/2025/00141,2025-06-29,HER-004,2,19.00
WAW/2025/00269,2025-06-29,KAW-002,2,42.00
WAW/2025/00319,2025-06-29,KAW-006,3,99.00
WAW/2025/00085,2025-06-30,KAW-002,6,42.00
WAW/2025/00148,2025-06-30,KAW-001,3,89.00
WAW/2025/00487,2025-06-30,KAW-003,2,95.00
WAW/2025/00501,2025-06-30,KAW-003,1,95.00
